ticker,tier2_scope1_tco2e,tier2_scope1_method,tier2_scope1_sector_used,tier2_scope1_peer_count,tier2_scope1_notes,tier2_scope2_tco2e,tier2_scope2_method,tier2_scope2_sector_used,tier2_scope2_peer_count,tier2_scope2_notes
ED,,,,,,191926.8,median_model_revenue+employees,sector:Utilities,10,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Utilities' (10 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.6601e-06) x this company's revenue ($17,688,999,936) = 170,877 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (13.8233) x this company's employee count (15,407) = 212,976 tCO2e. Final estimate is the average of the available method(s): 191,927 tCO2e."
STZ,83459.2,median_model_revenue+employees,sector:Consumer Staples,24,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (24 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (1.05335e-05) x this company's revenue ($9,056,700,416) = 95,399 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (7.60848) x this company's employee count (9,400) = 71,520 tCO2e. Final estimate is the average of the available method(s): 83,459 tCO2e.",24208.6,median_model_revenue+employees,sector:Consumer Staples,16,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (16 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.81277e-06) x this company's revenue ($9,056,700,416) = 25,474 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (2.44072) x this company's employee count (9,400) = 22,943 tCO2e. Final estimate is the average of the available method(s): 24,209 tCO2e."
COO,21627.8,median_model_revenue+employees,sector:Health Care,25,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (25 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.54491e-06) x this company's revenue ($4,236,900,096) = 15,019 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.88241) x this company's employee count (15,000) = 28,236 tCO2e. Final estimate is the average of the available method(s): 21,628 tCO2e.",21459.7,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($4,236,900,096) = 13,554 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (15,000) = 29,365 tCO2e. Final estimate is the average of the available method(s): 21,460 tCO2e."
CPRT,32407.9,median_model_revenue,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($4,666,208,768) = 32,408 tCO2e. Final estimate is the average of the available method(s): 32,408 tCO2e.",46157.6,median_model_revenue,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($4,666,208,768) = 46,158 tCO2e. Final estimate is the average of the available method(s): 46,158 tCO2e."
CPAY,3188.5,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($5,020,502,016) = 2,695 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (11,800) = 3,682 tCO2e. Final estimate is the average of the available method(s): 3,189 tCO2e.",2023.9,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($5,020,502,016) = 995 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (11,800) = 3,052 tCO2e. Final estimate is the average of the available method(s): 2,024 tCO2e."
COST,2843495.6,median_model_revenue+employees,sector:Consumer Staples,24,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (24 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (1.05335e-05) x this company's revenue ($293,586,993,152) = 3,092,500 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (7.60848) x this company's employee count (341,000) = 2,594,491 tCO2e. Final estimate is the average of the available method(s): 2,843,496 tCO2e.",829039.0,median_model_revenue+employees,sector:Consumer Staples,16,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (16 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.81277e-06) x this company's revenue ($293,586,993,152) = 825,792 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (2.44072) x this company's employee count (341,000) = 832,286 tCO2e. Final estimate is the average of the available method(s): 829,039 tCO2e."
CRH,,,,,,5717278.2,median_model_revenue+employees,sector:Materials,9,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Materials' (9 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (0.000101463) x this company's revenue ($38,632,001,536) = 3,919,728 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (90.5052) x this company's employee count (83,032) = 7,514,828 tCO2e. Final estimate is the average of the available method(s): 5,717,278 tCO2e."
CRWD,5152.3,median_model_revenue+employees,sector:Information Technology,37,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (37 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.23987e-07) x this company's revenue ($5,396,145,152) = 3,367 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.592647) x this company's employee count (11,706) = 6,938 tCO2e. Final estimate is the average of the available method(s): 5,152 tCO2e.",14793.9,median_model_revenue+employees,sector:Information Technology,29,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (29 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.34945e-06) x this company's revenue ($5,396,145,152) = 12,678 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.44455) x this company's employee count (11,706) = 16,910 tCO2e. Final estimate is the average of the available method(s): 14,794 tCO2e."
CCI,14675.5,median_model_revenue+employees,sector:Real Estate,8,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (8 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.49255e-06) x this company's revenue ($4,160,999,936) = 22,854 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.331) x this company's employee count (1,500) = 6,497 tCO2e. Final estimate is the average of the available method(s): 14,675 tCO2e.",171878.3,median_model_revenue+employees,sector:Real Estate,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (7.54576e-06) x this company's revenue ($4,160,999,936) = 31,398 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (208.239) x this company's employee count (1,500) = 312,359 tCO2e. Final estimate is the average of the available method(s): 171,878 tCO2e."
CVS,937518.4,median_model_revenue+employees,sector:Health Care,25,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (25 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.54491e-06) x this company's revenue ($412,644,999,168) = 1,462,788 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.88241) x this company's employee count (219,000) = 412,249 tCO2e. Final estimate is the average of the available method(s): 937,518 tCO2e.",874419.6,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($412,644,999,168) = 1,320,112 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (219,000) = 428,727 tCO2e. Final estimate is the average of the available method(s): 874,420 tCO2e."
DDOG,1265.1,median_model_revenue+employees,sub_industry:Application Software,7,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Application Software' (7 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (2.60656e-07) x this company's revenue ($3,966,725,120) = 1,034 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.18472) x this company's employee count (8,100) = 1,496 tCO2e. Final estimate is the average of the available method(s): 1,265 tCO2e.",4767.4,median_model_revenue+employees,sub_industry:Application Software,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Application Software' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.10231e-07) x this company's revenue ($3,966,725,120) = 3,611 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.731378) x this company's employee count (8,100) = 5,924 tCO2e. Final estimate is the average of the available method(s): 4,767 tCO2e."
DECK,14048.8,median_model_revenue+employees,sector:Consumer Discretionary,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.71647e-06) x this company's revenue ($5,527,288,832) = 20,542 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.25926) x this company's employee count (6,000) = 7,556 tCO2e. Final estimate is the average of the available method(s): 14,049 tCO2e.",23739.5,median_model_revenue+employees,sector:Consumer Discretionary,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (6.64506e-06) x this company's revenue ($5,527,288,832) = 36,729 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.79165) x this company's employee count (6,000) = 10,750 tCO2e. Final estimate is the average of the available method(s): 23,740 tCO2e."
DELL,75915.9,median_model_revenue+employees,sector:Information Technology,37,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (37 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.23987e-07) x this company's revenue ($151,197,007,872) = 94,345 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.592647) x this company's employee count (97,000) = 57,487 tCO2e. Final estimate is the average of the available method(s): 75,916 tCO2e.",247675.4,median_model_revenue+employees,sector:Information Technology,29,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (29 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.34945e-06) x this company's revenue ($151,197,007,872) = 355,230 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.44455) x this company's employee count (97,000) = 140,121 tCO2e. Final estimate is the average of the available method(s): 247,675 tCO2e."
DAL,,,,,,512766.9,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($68,287,000,576) = 675,486 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (103,000) = 350,047 tCO2e. Final estimate is the average of the available method(s): 512,767 tCO2e."
DXCM,16595.9,median_model_revenue+employees,sub_industry:Health Care Equipment,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Health Care Equipment' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.85286e-06) x this company's revenue ($4,969,200,128) = 19,146 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.27693) x this company's employee count (11,000) = 14,046 tCO2e. Final estimate is the average of the available method(s): 16,596 tCO2e.",15005.2,median_model_revenue+employees,sub_industry:Health Care Equipment,5,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Health Care Equipment' (5 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.17691e-06) x this company's revenue ($4,969,200,128) = 15,787 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.29306) x this company's employee count (11,000) = 14,224 tCO2e. Final estimate is the average of the available method(s): 15,005 tCO2e."
FANG,2226139.1,median_model_revenue+employees,sub_industry:Oil & Gas Exploration & Production,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Oil & Gas Exploration & Production' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (0.000192331) x this company's revenue ($16,248,000,512) = 3,124,991 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (753.284) x this company's employee count (1,762) = 1,327,287 tCO2e. Final estimate is the average of the available method(s): 2,226,139 tCO2e.",263119.7,median_model_revenue+employees,sector:Energy,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Energy' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.7615e-05) x this company's revenue ($16,248,000,512) = 286,209 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (136.226) x this company's employee count (1,762) = 240,031 tCO2e. Final estimate is the average of the available method(s): 263,120 tCO2e."
DLR,27829.3,median_model_revenue+employees,sector:Real Estate,8,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (8 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.49255e-06) x this company's revenue ($6,757,036,032) = 37,113 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.331) x this company's employee count (4,282) = 18,545 tCO2e. Final estimate is the average of the available method(s): 27,829 tCO2e.",471333.4,median_model_revenue+employees,sector:Real Estate,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (7.54576e-06) x this company's revenue ($6,757,036,032) = 50,987 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (208.239) x this company's employee count (4,282) = 891,680 tCO2e. Final estimate is the average of the available method(s): 471,333 tCO2e."
DG,967852.9,median_model_revenue+employees,sector:Consumer Staples,24,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (24 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (1.05335e-05) x this company's revenue ($43,637,997,568) = 459,661 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (7.60848) x this company's employee count (194,000) = 1,476,045 tCO2e. Final estimate is the average of the available method(s): 967,853 tCO2e.",298121.7,median_model_revenue+employees,sector:Consumer Staples,16,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (16 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.81277e-06) x this company's revenue ($43,637,997,568) = 122,744 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (2.44072) x this company's employee count (194,000) = 473,500 tCO2e. Final estimate is the average of the available method(s): 298,122 tCO2e."
DPZ,13246.6,median_model_revenue+employees,sector:Consumer Discretionary,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.71647e-06) x this company's revenue ($5,027,814,912) = 18,686 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.25926) x this company's employee count (6,200) = 7,807 tCO2e. Final estimate is the average of the available method(s): 13,247 tCO2e.",22259.2,median_model_revenue+employees,sector:Consumer Discretionary,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (6.64506e-06) x this company's revenue ($5,027,814,912) = 33,410 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.79165) x this company's employee count (6,200) = 11,108 tCO2e. Final estimate is the average of the available method(s): 22,259 tCO2e."
DASH,49299.6,median_model_revenue+employees,sector:Consumer Discretionary,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.71647e-06) x this company's revenue ($15,891,000,320) = 59,058 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.25926) x this company's employee count (31,400) = 39,541 tCO2e. Final estimate is the average of the available method(s): 49,300 tCO2e.",80927.3,median_model_revenue+employees,sector:Consumer Discretionary,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (6.64506e-06) x this company's revenue ($15,891,000,320) = 105,597 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.79165) x this company's employee count (31,400) = 56,258 tCO2e. Final estimate is the average of the available method(s): 80,927 tCO2e."
DHI,71001.7,median_model_revenue+employees,sector:Consumer Discretionary,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.71647e-06) x this company's revenue ($33,350,000,640) = 123,944 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.25926) x this company's employee count (14,341) = 18,059 tCO2e. Final estimate is the average of the available method(s): 71,002 tCO2e.",123653.5,median_model_revenue+employees,sector:Consumer Discretionary,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (6.64506e-06) x this company's revenue ($33,350,000,640) = 221,613 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.79165) x this company's employee count (14,341) = 25,694 tCO2e. Final estimate is the average of the available method(s): 123,653 tCO2e."
ECHO,11530.5,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.73153e-07) x this company's revenue ($14,653,925,376) = 9,864 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.09064) x this company's employee count (12,100) = 13,197 tCO2e. Final estimate is the average of the available method(s): 11,531 tCO2e.",61194.1,median_model_revenue+employees,sector:Communication Services,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Communication Services' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (5.2889e-06) x this company's revenue ($14,653,925,376) = 77,503 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.70951) x this company's employee count (12,100) = 44,885 tCO2e. Final estimate is the average of the available method(s): 61,194 tCO2e."
EIX,,,,,,188676.6,median_model_revenue+employees,sector:Utilities,10,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Utilities' (10 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.6601e-06) x this company's revenue ($19,423,000,576) = 187,628 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (13.8233) x this company's employee count (13,725) = 189,725 tCO2e. Final estimate is the average of the available method(s): 188,677 tCO2e."
ELV,446942.5,median_model_revenue+employees,sector:Health Care,25,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (25 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.54491e-06) x this company's revenue ($201,113,993,216) = 712,930 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.88241) x this company's employee count (96,129) = 180,955 tCO2e. Final estimate is the average of the available method(s): 446,943 tCO2e.",415790.5,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($201,113,993,216) = 643,393 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (96,129) = 188,188 tCO2e. Final estimate is the average of the available method(s): 415,791 tCO2e."
EME,154774.9,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($18,597,775,360) = 129,166 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (44,000) = 180,384 tCO2e. Final estimate is the average of the available method(s): 154,775 tCO2e.",166750.8,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($18,597,775,360) = 183,967 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (44,000) = 149,535 tCO2e. Final estimate is the average of the available method(s): 166,751 tCO2e."
EOG,,,,,,466930.0,median_model_revenue+employees,sector:Energy,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Energy' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.7615e-05) x this company's revenue ($26,720,999,424) = 470,691 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (136.226) x this company's employee count (3,400) = 463,170 tCO2e. Final estimate is the average of the available method(s): 466,930 tCO2e."
EFX,53126.5,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($6,444,499,968) = 44,759 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (15,000) = 61,494 tCO2e. Final estimate is the average of the available method(s): 53,127 tCO2e.",57363.0,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($6,444,499,968) = 63,748 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (15,000) = 50,978 tCO2e. Final estimate is the average of the available method(s): 57,363 tCO2e."
